# Tube Screamer — Drive max, Tone 1 o'clock, Level 9:00 (~20%). -16.6 dB re Level-max.
Frequency (Hz)	Channel 1 Magnitude (dB)
20.00000000000002	-23.41881722716362
20.942570961018014	-23.17280456862312
21.929563922863725	-22.97331006786182
22.96307242993768	-22.80740964860304
24.04528869234826	-22.651974344884245
25.178508235883374	-22.51647146206278
26.365134771128176	-22.39404020106587
27.607685292057706	-22.27307477976156
28.90879541491859	-22.16689975985096
30.271224968724205	-22.06660759090672
31.69786384922228	-21.98256434662319
33.19173814875126	-21.894242932579555
34.75601657498753	-21.81424367237675
36.39401717219969	-21.74104451109001
38.109214359265	-21.670194626499924
39.905246299377616	-21.60318166075218
41.785922617080814	-21.54012837474298
43.75523247899108	-21.485279407396895
45.81735305535549	-21.434867483828654
47.97665838038985	-21.381344887912984
50.23772863019164	-21.333026325858686
52.605359837907685	-21.29152621281136
55.08457406676338	-21.246701109823874
57.680630062532174	-21.207779484261597
60.399034408040386	-21.165175402398148
63.24555320336765	-21.122961535713827
66.22622429651828	-21.081128827452954
69.34737009050633	-21.048766962272136
72.61561095402035	-21.00991517461564
76.03787926411233	-20.977808055486964
79.62143411069947	-20.93617045893575
83.37387669406719	-20.898661650441962
87.30316644803331	-20.8687683919095
91.41763792297505	-20.838313602324202
95.7260184645278	-20.803552595973066
100.2374467254546	-20.76874685711596
104.96149204995456	-20.73455283357786
109.90817477152508	-20.708616326932034
115.08798746743156	-20.680488389843703
120.51191721487162	-20.65013502280066
126.19146889603873	-20.61906817530491
132.13868960151927	-20.594848367067474
138.3661941837874	-20.56716430245714
144.88719201499813	-20.54449007730706
151.71551500583686	-20.514028722473864
158.86564694485642	-20.491387080385746
166.35275422053437	-20.46098912595978
174.1927179912163	-20.434053997287283
182.40216787118212	-20.40638364699198
190.9985172042874	-20.37924779822983
200	-20.351591311630266
209.42570961018012	-20.330777774256955
219.29563922863713	-20.307321071235375
229.6307242993766	-20.28705372832743
240.45288692348274	-20.26017359386493
251.78508235883365	-20.245658863385366
263.6513477112815	-20.227987580366534
276.0768529205772	-20.212730178161827
289.08795414918575	-20.205437743930368
302.71224968724175	-20.20237572318819
316.97863849222296	-20.19499448238047
331.91738148751244	-20.20893376084764
347.56016574987524	-20.220472175990395
363.9401717219967	-20.25061210864277
381.0921435926499	-20.293481803290312
399.0524629937762	-20.344758998826325
417.8592261708079	-20.415097328975065
437.5523247899108	-20.488001950582415
458.17353055355494	-20.572786168107406
479.76658380389824	-20.6675104460584
502.37728630191646	-20.77021604003128
526.0535983790769	-20.881146932972445
550.8457406676334	-20.997673685100843
576.8063006253217	-21.133202289323876
603.9903440804038	-21.26479163928062
632.4555320336763	-21.41488520649628
662.2622429651825	-21.574739728891075
693.4737009050633	-21.745958037971505
726.1561095402031	-21.921928569371232
760.3787926411225	-22.107021511789338
796.2143411069947	-22.305753480682696
833.7387669406713	-22.510477311567925
873.0316644803322	-22.72839752607569
914.1763792297504	-22.959638016399847
957.2601846452776	-23.19561948313438
1002.3744672545449	-23.44167509527638
1049.6149204995456	-23.684320327312804
1099.081747715249	-23.958783814090083
1150.8798746743144	-24.23115983150632
1205.1191721487162	-24.51417143434917
1261.9146889603867	-24.806525203985515
1321.3868960151929	-25.100047126022062
1383.6619418378732	-25.417156628276658
1448.8719201499805	-25.730620479729257
1517.155150058369	-26.049897573160447
1588.6564694485635	-26.387873361468287
1663.5275422053426	-26.718364940712295
1741.9271799121611	-27.068845169892764
1824.0216787118202	-27.406852891782663
1909.9851720428728	-27.756534505615875
2000	-28.118536823724014
2094.2570961017996	-28.469669320897054
2192.9563922863713	-28.83142110501172
2296.307242993766	-29.194125338024094
2404.5288692348267	-29.55927685171494
2517.8508235883346	-29.94593869162173
2636.5134771128146	-30.31221017383409
2760.768529205771	-30.703490094410274
2890.8795414918554	-31.08531662871053
3027.1224968724177	-31.46737490892635
3169.7863849222267	-31.869238665231094
3319.173814875122	-32.25785538061103
3475.6016574987525	-32.62972603590347
3639.4017172199674	-33.044214631689975
3810.921435926495	-33.42571097448396
3990.524629937762	-33.849848358048945
4178.59226170808	-34.26475778720384
4375.5232478991065	-34.70859261178409
4581.735305535546	-35.10028406401334
4797.665838038982	-35.47440832416121
5023.772863019163	-35.906037757428486
5260.535983790764	-36.33587795012767
5508.457406676334	-36.71087968571712
5768.063006253211	-37.194187624209526
6039.903440804034	-37.610023129137545
6324.555320336761	-37.968843959253974
6622.622429651821	-38.48099015460225
6934.737009050635	-38.91610856456595
7261.56109540203	-39.38274061463175
7603.787926411224	-39.9153657999289
7962.143411069947	-40.392461012848926
8337.387669406708	-40.79291086129742
8730.31664480332	-41.31196243774077
9141.763792297505	-41.84591771592234
9572.601846452766	-42.37760057953034
10023.74467254545	-42.73760093601539
10496.14920499545	-43.259349794198116
10990.817477152492	-43.92574037499368
11508.798746743143	-44.500827106062474
12051.191721487154	-45.10046464469015
12619.146889603868	-45.612818993008055
13213.868960151916	-46.20584730526387
13836.61941837873	-46.806081032065904
14488.719201499805	-47.50201366513434
15171.551500583673	-48.24110171496053
15886.564694485633	-49.03648162065652
16635.275422053426	-49.60226680502338
17419.271799121612	-50.42566321625454
18240.2167871182	-51.601154470372066
19099.851720428713	-52.43232201019582
20000	-53.715412767378446
